BuildingName,RoomName,BuildingNumber,RoomNumber,ManageDepartment,ActualUse,ClassroomCategorization
운동장,운동장,대운동장,101,캠퍼스관리팀,실기실,실기실
비닐하우스,하우스1,비닐하우스,101,원예학전공,,
온실,온실,온실,101,건축안전팀,실습실,실습실
중앙무대,중앙무대 대기실,중앙무대,101,건축안전팀,준비실,
청년공동작업장,코워킹스페이스,청년공동작업장,101,청년희망팩토리사업단,작업실,
청년공동작업장,스튜디오,청년공동작업장,102,청년희망팩토리사업단,실습실,
청년공동작업장,프로젝트룸,청년공동작업장,103,청년희망팩토리사업단,회의실,
청년공동작업장,공방,청년공동작업장,104,청년희망팩토리사업단,작업실,
청년공동작업장,미디어룸,청년공동작업장,105,청년희망팩토리사업단,실습실,
청년희망팩토리,창업아울렛&아트스페이스 UP,청년희망팩토리,101,청년희망팩토리사업단,외부업체,
청년희망팩토리,창업공간8,청년희망팩토리,102,청년희망팩토리사업단,외부업체,
청년희망팩토리,창업공간7,청년희망팩토리,103,청년희망팩토리사업단,외부업체,
청년희망팩토리,창업공간6,청년희망팩토리,104,청년희망팩토리사업단,외부업체,
청년희망팩토리,창업공간5,청년희망팩토리,105,청년희망팩토리사업단,외부업체,
청년희망팩토리,창업공간4,청년희망팩토리,106,청년희망팩토리사업단,외부업체,
청년희망팩토리,스터디룸,청년희망팩토리,107,청년희망팩토리사업단,실습실,
청년희망팩토리,프로젝트룸1,청년희망팩토리,108,청년희망팩토리사업단,회의실,
청년희망팩토리,화상회의실,청년희망팩토리,109,청년희망팩토리사업단,회의실,
청년희망팩토리,통신실,청년희망팩토리,110,청년희망팩토리사업단,기기실,
청년희망팩토리,스태프오피스,청년희망팩토리,111,청년희망팩토리사업단,사무실,
청년희망팩토리,뉴미디어 프로젝트룸,청년희망팩토리,112,청년희망팩토리사업단,외부업체,
청년희망팩토리,창업공간2,청년희망팩토리,113,청년희망팩토리사업단,외부업체,
청년희망팩토리,창업공간1,청년희망팩토리,114,청년희망팩토리사업단,외부업체,
테니스장,테니스장,테니스장,101,캠퍼스관리팀,실기실,실기실
본관,문서수발실,A1,101,총무행정팀,사무실,
본관,총무행정팀,A1,102,총무행정팀,사무실,
본관,창고,A1,104,홍보팀,창고,
본관,입학상담실,A1,105,입학사정관팀,사무실,
본관,재무팀,A1,106,재무팀,사무실,
본관,재무팀창고,A1,0106-1,재무팀,창고,
본관,창고,A1,107,재무팀,창고,
본관,창고,A1,108,캠퍼스관리팀,창고,
본관,관제실,A1,109,총무행정팀,사무실,
본관,사무부처장실,A1,110,사무처,사무실,
본관,회의실,A1,111,구매팀,회의실,
본관,구매팀,A1,112,구매팀,사무실,
본관,창고,A1,0112-1,구매팀,창고,
본관,창고,A1,113,총무행정팀,창고,
본관,홍보팀,A1,201,홍보팀,사무실,
본관,홍보비서부실장실,A1,202,홍보비서실,사무실,
본관,홍보실장실,A1,203,비서팀,사무실,
본관,탕비실,A1,204,비서팀,사무실,
본관,기획협력특임부총장실,A1,205,홍보비서실,사무실,
본관,중회의실,A1,206,캠퍼스관리팀,회의실,
본관,사무처장실,A1,207,사무처,사무실,
본관,사무처장실창고,A1,0207-1,사무처,창고,
본관,사무처장집무실,A1,208,사무처,사무실,
본관,교학부총장실,A1,209,홍보팀,사무실,
본관,VIP Room,A1,210,홍보팀,휴게실,
본관,비서팀,A1,0210-1,비서팀,사무실,
본관,총장실,A1,211,홍보비서실,사무실,
본관,총장실창고,A1,0211-1,홍보비서실,창고,
본관,부속실,A1,0211-2,홍보비서실,창고,
본관,교육혁신처장실,A1,301,교육혁신처,사무실,
본관,대외협력실장실,A1,0302-1,대외협력팀,사무실,
본관,창고,A1,303,건축안전팀,창고,
본관,교육혁신부처장실,A1,304,교육혁신처,사무실,
본관,교무처장실,A1,305,교무처,사무실,
본관,교육혁신팀,A1,306,교육혁신팀,사무실,
본관,창고,A1,0306-1,교육혁신팀,창고,
본관,자료실,A1,307,교육혁신팀,사무실,
본관,대회의실,A1,308,캠퍼스관리팀,회의실,
본관,소회의실,A1,309,캠퍼스관리팀,회의실,
본관,대외협력팀,A1,310,대외협력팀,사무실,
본관,창고,A1,0310-1,대외협력팀,창고,
본관,창고,A1,311,홍보팀,창고,
본관,대학혁신사업단 회의실,A1,401,대학혁신사업단,회의실,
본관,예산평가팀자료실,A1,402,예산평가팀,자료실,
본관,혁신전략팀자료실,A1,403,혁신전략팀,자료실,
본관,휴게실,A1,404,총무행정팀,휴게실,
본관,통신실,A1,405,캠퍼스관리팀,사무실,
본관,통신실,A1,406,캠퍼스관리팀,사무실,
본관,예비-사무실,A1,407,건축안전팀,사무실,
본관,교무처 회의실,A1,408,교무인사팀,회의실,
본관,교무인사팀,A1,409,교무인사팀,사무실,
본관,대학혁신사업단,A1,410,대학혁신사업단,사무실,
본관,혁신전략팀&예산평가팀,A1,411,혁신전략팀,사무실,
본관,기획처장실,A1,412,기획처,사무실,
본관,근로자휴게실,A1,413,총무행정팀,휴게실,
사육장,관리실,A10,102,중앙기기센터,사무실,
사육장,창고,A10,103,중앙기기센터,창고,
사육장,냉장창고,A10,104,중앙기기센터,창고,
사육장,초저온냉동실,A10,105,중앙기기센터,냉동실,
사육장,사육실1,A10,107,중앙기기센터,실험실,
사육장,세척실,A10,108,중앙기기센터,실습실,
사육장,약학대학 동물사육실,A10,109,중앙기기센터,실험실,
사육장,사육실2,A10,110,중앙기기센터,실험실,
사육장,사육장,A10,111,중앙기기센터,실험실,
사육장,저장실,A10,112,중앙기기센터,실습실,
사육장,사육실3,A10,113,중앙기기센터,실험실,
사육장,사육실4,A10,114,중앙기기센터,실험실,
사육장,기기실,A10,116,중앙기기센터,실습실,
중앙도서관 관외보존서고,서고,A11,101,이용자서비스팀,창고,
중앙도서관 관외보존서고,서고,A11,102,이용자서비스팀,창고,
중앙도서관 관외보존서고,서고,A11,103,이용자서비스팀,창고,
중앙도서관 관외보존서고,창고,A11,104,이용자서비스팀,창고,
중앙도서관 관외보존서고,창고,A11,105,이용자서비스팀,창고,
영선실,목공실,A13,101,,작업실,
영선실,철공실,A13,102,,작업실,
교양관,창고,A2,101,입학관리팀,창고,
교양관,인성교육연구센터,A2,102,인성교육연구센터,사무실,
교양관,DCU미디어센터,A2,103,DCU미디어센터,사무실,
교양관,주간실,A2,0103-1,DCU미디어센터,사무실,
교양관,학생회실,A2,104,자율전공,학생회실,
교양관,학생회실,A2,0104-1,자율전공,학습실,
교양관,전산실습실,A2,105,정보보호팀,실습실,컴퓨터실습실
교양관,조교실,A2,0105-1,정보보호팀,준비실,준비실
교양관,가톨릭 시과학센터,A2,106,안경광학과,실습실,
교양관,창고,A2,107,입학관리팀,창고,
교양관,연구실,A2,108,프란치스코칼리지,연구실,연구실
교양관,연구실,A2,0108-1,프란치스코칼리지,연구실,연구실
교양관,연구실,A2,0108-2,프란치스코칼리지,연구실,연구실
교양관,연구실,A2,0108-3,프란치스코칼리지,연구실,
교양관,어학사무실,A2,0108-4,외국어교육센터,사무실,
교양관,우체국,A2,109,총무행정팀,외부업체,
교양관,보건진료소,A2,110,보건진료소,사무실,
교양관,대기 및 사무실,A2,0110-1,보건진료소,사무실,
교양관,진료실,A2,111,보건진료소,사무실,
교양관,상담실,A2,0111-1,인성교육원,사무실,
교양관,창고,A2,0111-2,인성교육원,창고,
교양관,인성교육원,A2,112,인성교육원,사무실,
교양관,부원장실,A2,0112-1,인성교육원,사무실,
교양관,편의점,A2,118,총무행정팀,외부업체,
교양관,창고,A2,119,총무행정팀,창고,
교양관,강의실,A2,201,프란치스코칼리지행정실,강의실,멀티미디어
교양관,강의실,A2,202,프란치스코칼리지행정실,강의실,멀티미디어
교양관,강의실,A2,203,프란치스코칼리지행정실,강의실,멀티미디어
교양관,강의실,A2,204,프란치스코칼리지행정실,강의실,멀티미디어
교양관,강의실,A2,205,프란치스코칼리지행정실,강의실,강의실
교양관,강의실,A2,206,프란치스코칼리지행정실,강의실,멀티미디어
교양관,강의실,A2,207,프란치스코칼리지행정실,강의실,멀티미디어
교양관,강의실,A2,208,프란치스코칼리지행정실,강의실,멀티미디어
교양관,근로자휴게실,A2,211,총무행정팀,휴게실,
교양관,인성교육원장실,A2,300,인성교육원,사무실,
교양관,교양교육연구센터,A2,0300-1,교양교육연구센터,사무실,세미나실
교양관,수업행동분석실,A2,0300-2,프란치스코칼리지행정실,강의실,강의실
교양관,강의실,A2,301,프란치스코칼리지행정실,강의실,멀티미디어
교양관,강의실,A2,302,프란치스코칼리지행정실,강의실,멀티미디어
교양관,강의실,A2,303,프란치스코칼리지행정실,강의실,멀티미디어
교양관,강의실,A2,304,프란치스코칼리지행정실,강의실,멀티미디어
교양관,강의실,A2,305,프란치스코칼리지행정실,강의실,멀티미디어
교양관,강의실,A2,306,프란치스코칼리지행정실,강의실,멀티미디어
교양관,강의실,A2,307,프란치스코칼리지행정실,강의실,멀티미디어
교양관,강의실,A2,308,프란치스코칼리지행정실,강의실,멀티미디어
교양관,창고,A2,311,프란치스코칼리지행정실,창고,
교양관,교양관사무실,A2,313,프란치스코칼리지행정실,사무실,
교양관,외래교수연구실,A2,314,프란치스코칼리지행정실,강사대기실,
교양관,교양관 사무실,A2,315,프란치스코칼리지행정실,사무실,
교양관,연구실,A2,400,프란치스코칼리지,연구실,
교양관,강의실,A2,0400-1,프란치스코칼리지행정실,강의실,강의실
교양관,말하기상담실1,A2,0400-2,글쓰기말하기센터,실습실,
교양관,말하기상담실2,A2,0400-3,글쓰기말하기센터,실습실,
교양관,강의실,A2,402,프란치스코칼리지행정실,강의실,멀티미디어
교양관,강의실,A2,403,프란치스코칼리지행정실,강의실,멀티미디어
교양관,강의실,A2,404,프란치스코칼리지행정실,강의실,멀티미디어
교양관,프란치스코칼리지학장실,A2,405,프란치스코칼리지행정실,사무실,
교양관,강의실,A2,406,프란치스코칼리지행정실,강의실,강의실
교양관,어학실습실,A2,407,프란치스코칼리지행정실,어학실,실습실
교양관,강의실,A2,408,프란치스코칼리지행정실,강의실,강의실
교양관,강의실,A2,409,프란치스코칼리지행정실,강의실,강의실
교양관,강의실,A2,410,프란치스코칼리지행정실,강의실,멀티미디어
교양관,강의실,A2,411,프란치스코칼리지행정실,강의실,멀티미디어
교양관,강의실,A2,412,프란치스코칼리지행정실,강의실,멀티미디어
교양관,사무실,A2,413,프란치스코칼리지행정실,사무실,
교양관,창고,A2,0413-1,프란치스코칼리지행정실,창고,
교양관,전산실습실(조교),A2,414,정보보호팀,실습실,준비실
교양관,전산실습실,A2,415,정보보호팀,실습실,컴퓨터실습실
교양관,전산실습실,A2,416,정보보호팀,실습실,컴퓨터실습실
교양관,창고,A2,418,프란치스코칼리지행정실,창고,
종합민원센터,사무실,A3,100,수업학적팀,사무실,
종합민원센터,자료실,A3,101,수업학적팀,자료실,
종합민원센터,자료실,A3,102,수업학적팀,자료실,
종합민원센터,문서보관실1,A3,103,수업학적팀,세미나실,
종합민원센터,문서보관실2,A3,104,수업학적팀,세미나실,
종합민원센터,장학지원팀/외국어교육센터,A3,201,장학지원팀,사무실,
종합민원센터,회의실,A3,202,장학지원팀,회의실,
종합민원센터,외국어교육센터장실,A3,203,외국어교육센터,사무실,
종합민원센터,외국어교육센터 상담실,A3,204,외국어교육센터,사무실,
제2변전실,변전실,A31,101,건축안전팀,기계실,
제2변전실,테니스창고,A31,102,건축안전팀,창고,
제2변전실,영선실,A31,201,건축안전팀,사무실,
팔각정,팔각정,A4,101,,휴게실,
제1학생회관,편의점,A6,101,총무행정팀,외부업체,
제1학생회관,케익점,A6,102,총무행정팀,외부업체,
제1학생회관,사진관,A6,0102-1,총무행정팀,외부업체,
제1학생회관,복사실,A6,103,총무행정팀,사무실,
제1학생회관,기자재보관실,A6,104,캠퍼스관리팀,창고,
제1학생회관,서점,A6,105,총무행정팀,외부업체,
제1학생회관,문구점,A6,106,총무행정팀,외부업체,
제1학생회관,장애학생지원센터,A6,107,장애학생지원센터,사무실,
제1학생회관,여학생휴게실,A6,110,학생지원팀,휴게실,
제1학생회관,홍보물 센터,A6,111,총무행정팀,사무실,
제1학생회관,단대대표대의원실,A6,201,학생지원팀,회의실,
제1학생회관,감사위원회,A6,202,학생지원팀,동아리실,
제1학생회관,감사위원회 자료실,A6,0202-1,학생지원팀,동아리실,
제1학생회관,스커드엔젤스,A6,205,학생지원팀,동아리실,
제1학생회관,예지무예성,A6,206,학생지원팀,동아리실,
제1학생회관,S.F.C,A6,207,학생지원팀,동아리실,
제1학생회관,타임머신,A6,208,학생지원팀,동아리실,
제1학생회관,SCOUT,A6,209,학생지원팀,동아리실,
제1학생회관,동아리실,A6,214,학생지원팀,동아리실,
제1학생회관,총학생회,A6,215,학생지원팀,동아리실,
제1학생회관,총학생회,A6,217,학생지원팀,동아리실,
제1학생회관,총학생회자료실,A6,218,학생지원팀,동아리실,
제1학생회관,I.V.F,A6,301,학생지원팀,동아리실,
제1학생회관,총동아리연합회 제2자료실,A6,302,학생지원팀,동아리실,
제1학생회관,총동아리연합회,A6,305,학생지원팀,동아리실,
제1학생회관,총동연자료실,A6,0305-1,학생지원팀,동아리실,
제1학생회관,효구회,A6,306,학생지원팀,동아리실,
제1학생회관,S-FIVE,A6,307,학생지원팀,동아리실,
제1학생회관,스타응원단,A6,308,학생지원팀,동아리실,
제1학생회관,MIRS,A6,309,학생지원팀,동아리실,
제1학생회관,총동연 선전실,A6,310,학생지원팀,동아리실,
제1학생회관,자유의지,A6,311,학생지원팀,동아리실,
제1학생회관,온더데크,A6,312,학생지원팀,동아리실,
제1학생회관,총동아리연합회 회의실,A6,313,학생지원팀,동아리실,
제1학생회관,총동연 자료실,A6,314,학생지원팀,동아리실,
제1학생회관,C.C.C.,A6,315,학생지원팀,동아리실,
제1학생회관,MAVERICK,A6,316,학생지원팀,동아리실,
제1학생회관,세미나형 스터디룸1,A6,401,학생지원팀,학습실,
제1학생회관,세미나형 스터디룸2,A6,402,학생지원팀,학습실,
제1학생회관,열람실1,A6,405,학생지원팀,학습실,
제1학생회관,열람실2,A6,406,학생지원팀,학습실,
제1학생회관,세미나형 스터디룸3,A6,407,학생지원팀,학습실,
제1학생회관,세미나형 스터디룸4,A6,408,학생지원팀,학습실,
제1학생회관,열람실3,A6,409,학생지원팀,학습실,
제1학생회관,열람실4,A6,410,학생지원팀,학습실,
제1학생회관,세미나형 스터디룸5,A6,411,학생지원팀,학습실,
제1학생회관,세미나형 스터디룸6,A6,412,학생지원팀,학습실,
제1학생회관,열람실5,A6,413,학생지원팀,학습실,
제1학생회관,대학극장,A6,S201,학생지원팀,공연실,
제1학생회관,보관실,A6,S204,학생지원팀,자료실,
제1학생회관,학생성공처장실,A6,S205,학생지원팀,사무실,
제1학생회관,회의실,A6,S205-1,학생지원팀,회의실,
제1학생회관,학생지원팀,A6,S206,학생지원팀,사무실,
제1학생회관,규찰대실,A6,S211,학생지원팀,동아리실,
제1학생회관,자료실1,A6,S212,학생지원팀,자료실,
제1학생회관,문서고1,A6,S213,학생지원팀,자료실,
제1학생회관,자료실2,A6,S214,학생지원팀,자료실,
제1학생회관,회의실,A6,S215,학생지원팀,회의실,
제1학생회관,문서고2,A6,S216,학생지원팀,자료실,
제1학생회관,자료실3,A6,S217,학생지원팀,자료실,
제1학생회관,회의실,A6,S206-1,학생지원팀,회의실,
제2학생회관,창고,A7,102,총무행정팀,외부업체,
제2학생회관,냉장창고,A7,103,총무행정팀,외부업체,
제2학생회관,학생식당,A7,104,총무행정팀,외부업체,
제2학생회관,주방,A7,105,총무행정팀,외부업체,
제2학생회관,창고,A7,109,학생지원팀,창고,
제2학생회관,NCS,A7,201,학생지원팀,동아리실,
제2학생회관,적십자 RCY,A7,202,학생지원팀,동아리실,
제2학생회관,SPEAKERS,A7,203,학생지원팀,동아리실,
제2학생회관,텐핀,A7,204,학생지원팀,동아리실,
제2학생회관,휴게실,A7,205,학생지원팀,휴게실,
제2학생회관,휴게실,A7,206,학생지원팀,휴게실,
제2학생회관,하이클리어,A7,207,학생지원팀,동아리실,
제2학생회관,루미큐브,A7,208,학생지원팀,동아리실,
제2학생회관,공실,A7,209,학생지원팀,동아리실,
제2학생회관,탁구마루,A7,210,총무행정팀,외부업체,
제2학생회관,DCU 맑은소리하모니카앙상블,A7,301,인성교육원,동아리실,
제2학생회관,총동아리연합회 제3자료실,A7,302,학생지원팀,사무실,
제2학생회관,소강당,A7,0303-1,학생지원팀,공연실,
제2학생회관,준비실,A7,0303-2,학생지원팀,준비실,
제2학생회관,무대,A7,0303-3,학생지원팀,공연실,
제2학생회관,체육실,A7,0303-4,학생지원팀,체육실,
제2학생회관,DCU 맑은소리하모니카앙상블 사무실,A7,0303-5,인성교육원,사무실,
제2학생회관,탈의실,A7,0304-1,학생지원팀,탈의실,
제2학생회관,샤워실,A7,0304-2,학생지원팀,,
제2학생회관,예비실(동아리),A7,401,건축안전팀,동아리실,
제2학생회관,LINE,A7,402,학생지원팀,동아리실,
제2학생회관,ROAD,A7,403,학생지원팀,동아리실,
제2학생회관,예봉각,A7,404,학생지원팀,동아리실,
제2학생회관,팀마리아,A7,405,학생지원팀,동아리실,
제2학생회관,PEPP,A7,406,학생지원팀,동아리실,
제2학생회관,NOBACK,A7,407,학생지원팀,동아리실,
제2학생회관,SUMMIT 237,A7,408,학생지원팀,동아리실,
제2학생회관,참빛회,A7,409,학생지원팀,동아리실,
제2학생회관,ON:LINE,A7,410,학생지원팀,동아리실,
제2학생회관,예비실(동아리),A7,501,건축안전팀,동아리실,
제2학생회관,소리결,A7,502,학생지원팀,동아리실,
제2학생회관,효사회,A7,503,학생지원팀,동아리실,
제2학생회관,창업동아리실,A7,504,학생지원팀,동아리실,
제2학생회관,MAKE,A7,505,학생지원팀,동아리실,
제2학생회관,창업동아리실,A7,506,학생지원팀,동아리실,
제2학생회관,M-COLLECTION,A7,508,학생지원팀,동아리실,
제2학생회관,춤사랑,A7,509,학생지원팀,동아리실,
제2학생회관,노리NC,A7,510,학생지원팀,동아리실,
제2학생회관,한울회,A7,0211-1,학생지원팀,동아리실,
제2학생회관,매점,A7,212,총무행정팀,외부업체,
제2학생회관,DCU 맑은소리하모니카앙상블 연습실,A7,0303-6,인성교육원,사무실,
제2학생회관,창업동아리실,A7,507,학생지원팀,동아리실,
중앙도서관,관장실,A8,101,중앙도서관,사무실,연구실
중앙도서관,회의실,A8,102,중앙도서관,회의실,
중앙도서관,수서실,A8,103,중앙도서관,사무실,
중앙도서관,정리실,A8,104,중앙도서관,정리실,
중앙도서관,수서정리실,A8,105,중앙도서관,사무실,
중앙도서관,수서실 서고/창고,A8,0105-1,중앙도서관,창고,
중앙도서관,제1열람실,A8,106,중앙도서관,도서실,
중앙도서관,창고,A8,0106-1,중앙도서관,창고,
중앙도서관,공조실,A8,107,중앙도서관,,
중앙도서관,공조실,A8,108,중앙도서관,,
중앙도서관,기기실,A8,112,중앙도서관,기기실,
중앙도서관,Digital Maker Zone,A8,113,기술실용화팀,실습실,
중앙도서관,AR/VR E-Zone,A8,114,교수학습지원팀,실습실,
중앙도서관,정보활용교육실,A8,115,중앙도서관,실습실,실습실
중앙도서관,창의융합러닝커먼스,A8,116,중앙도서관,도서실,
중앙도서관,자연/기술과학자료실,A8,201,중앙도서관,자료실,
중앙도서관,그룹스터디룸1,A8,0201-1,중앙도서관,학습실,
중앙도서관,그룹스터디룸2,A8,0201-2,중앙도서관,학습실,
중앙도서관,아이디어 클래스룸,A8,0201-4,이용자서비스팀,강의실,강의실
중앙도서관,공조실,A8,202,중앙도서관,,
중앙도서관,창고,A8,203,중앙도서관,자료실,
중앙도서관,예술/어문학자료실,A8,301,중앙도서관,자료실,
중앙도서관,사무실,A8,0301-1,중앙도서관,사무실,
중앙도서관,공조실,A8,302,중앙도서관,,
중앙도서관,창고,A8,303,중앙도서관,창고,
중앙도서관,아이디어 라운지,A8,304,중앙도서관,학습실,
중앙도서관,인문/사회 자료실,A8,401,중앙도서관,자료실,
중앙도서관,사무실,A8,0401-1,중앙도서관,사무실,
중앙도서관,근로자휴게실,A8,403,총무행정팀,휴게실,
중앙도서관,ACE Free Study Zone,A8,404,중앙도서관,학습실,
중앙도서관,세미나실,A8,501,중앙도서관,세미나실,
중앙도서관,특수자료실,A8,502,중앙도서관,자료실,
중앙도서관,한적실,A8,503,중앙도서관,자료실,
중앙도서관,귀중자료실,A8,504,중앙도서관,자료실,
중앙도서관,자연과학보존서고개인/특성화자료실,A8,505,중앙도서관,자료실,
중앙도서관,본교간행물실,A8,506,중앙도서관,자료실,
중앙도서관,보존서고2,A8,508,중앙도서관,자료실,
중앙도서관,창고,A8,0508-1,중앙도서관,창고,
중앙도서관,제2열람실,A8,509,중앙도서관,학습실,
중앙도서관,도학위사무실,A8,0509-1,중앙도서관,사무실,
중앙도서관,ACE Free Study Zone,A8,510,중앙도서관,학습실,
중앙도서관,영상세미나실,A8,B101,중앙도서관,세미나실,
중앙도서관,조정실,A8,B101-1,중앙도서관,기기실,
중앙도서관,준비실,A8,B101-2,중앙도서관,준비실,
중앙도서관,창고,A8,B102-1,중앙도서관,창고,
중앙도서관,관리실,A8,B103,중앙도서관,사무실,
중앙도서관,외부업체,A8,B107,총무행정팀,외부업체,
중앙도서관,홀/휴게실,A8,B108,중앙도서관,휴게실,
중앙도서관,외부업체,A8,B109,총무행정팀,외부업체,
중앙도서관,외부업체,A8,B110,총무행정팀,외부업체,
종합강의동,강의실,A9,101,바이오메디대학행정실,강의실,강의실
종합강의동,강의실,A9,106,바이오메디대학행정실,강의실,강의실
종합강의동,강의실,A9,107,신소재화학공학부,강의실,강의실
종합강의동,강의실,A9,108,바이오메디대학행정실,강의실,강의실
종합강의동,첨단강의실,A9,109,바이오메디대학행정실,강의실,강의실
종합강의동,안중근연구소,A9,110,안중근연구소,사무실,
종합강의동,창고,A9,0110-1,안중근연구소,창고,
종합강의동,계단식강의실,A9,111,바이오메디대학행정실,강의실,강의실
종합강의동,전산장비실,A9,112,캠퍼스관리팀,기기실,
종합강의동,카페,A9,113,총무행정팀,외부업체,
종합강의동,행정실,A9,201,바이오메디대학행정실,사무실,
종합강의동,연구실,A9,202,프란치스코칼리지행정실,연구실,
종합강의동,연구실,A9,203,외국어교육원,연구실,
종합강의동,연구실,A9,204,국제의료경영학과,연구실,
종합강의동,연구실,A9,205,사회학과,사무실,
종합강의동,연구실,A9,206,프란치스코칼리지행정실,연구실,
종합강의동,연구실,A9,207,프란치스코칼리지행정실,연구실,
종합강의동,연구실,A9,208,건축공학과,연구실,
종합강의동,일반물리실험실,A9,209,신소재화학공학부,실험실,
종합강의동,강의실,A9,210,바이오메디대학행정실,강의실,강의실
종합강의동,첨단강의실,A9,211,바이오메디대학행정실,강의실,강의실
종합강의동,강의실,A9,212,바이오메디대학행정실,강의실,강의실
종합강의동,강의실,A9,213,바이오메디대학행정실,강의실,강의실
종합강의동,강의실,A9,214,바이오메디대학행정실,강의실,강의실
종합강의동,강의실,A9,215,바이오메디대학행정실,강의실,강의실
종합강의동,조정실,A9,216,바이오메디대학행정실,기기실,
종합강의동,근로자휴게실,A9,217,바이오메디대학행정실,휴게실,
종합강의동,조정실,A9,301,언론광고학부,실습실,실습실
종합강의동,사진스튜디오실,A9,302,언론광고학부,실습실,실습실
종합강의동,기자재실,A9,303,언론광고학부,준비실,세미나실
종합강의동,세미나실,A9,304,언론광고학부,세미나실,세미나실
종합강의동,고급영상제작실,A9,305,언론광고학부,실습실,실습실
종합강의동,광고제작실습실,A9,306,언론광고학부,실습실,실습실
종합강의동,연구실,A9,307,언론광고학부,연구실,
종합강의동,연구실,A9,308,언론광고학부,연구실,
종합강의동,연구실,A9,309,언론광고학부,연구실,
종합강의동,연구실,A9,310,언론광고학부,연구실,
종합강의동,연구실,A9,311,언론광고학부,연구실,
종합강의동,연구실,A9,312,언론광고학부,연구실,
종합강의동,취업전문관사무실,A9,314,진로취업지원팀,사무실,
종합강의동,학과사무실,A9,315,언론광고학부,사무실,
종합강의동,연구실,A9,316,국제의료경영학과,연구실,연구실
종합강의동,연구실,A9,317,국제의료경영학과,연구실,
종합강의동,학생회실,A9,318,국제의료경영학과,학생회실,
종합강의동,스튜디오실,A9,319,언론광고학부,실습실,실습실
종합강의동,학생회실,A9,320,언론광고학부,학생회실,
종합강의동,헬스케어실습실,A9,321,국제의료경영학과,실습실,실험실
종합강의동,의료경영실습실,A9,322,국제의료경영학과,실습실,실습실
종합강의동,글로벌세미나실,A9,323,국제의료경영학과,세미나실,실습실
종합강의동,콘택트렌즈실습실,A9,324,안경광학과,실습실,실습실
종합강의동,안경광학실험실,A9,325,안경광학과,실험실,실습실
종합강의동,미래고령산업융합연구소,A9,326,미래고령산업융합연구소,실습실,실습실
종합강의동,기자재실,A9,401,안경광학과,준비실,
종합강의동,안경조제가공실습실,A9,402,안경광학과,실습실,실습실
종합강의동,안기능검사실습실,A9,403,안경광학과,실습실,실습실
종합강의동,학생회실,A9,404,안경광학과,학생회실,
종합강의동,연구실,A9,405,안경광학과,연구실,
종합강의동,연구실,A9,406,국제의료경영학과,연구실,
종합강의동,연구실,A9,407,안경광학과,연구실,
종합강의동,연구실,A9,408,안경광학과,연구실,
종합강의동,연구실,A9,409,안경광학과,연구실,
종합강의동,연구실,A9,410,언어청각치료학과,연구실,
종합강의동,연구실,A9,411,언어청각치료학과,연구실,연구실
종합강의동,연구실,A9,412,언어청각치료학과,연구실,
종합강의동,연구실,A9,413,언어청각치료학과,연구실,
종합강의동,언어청각/안경광학 학과사무실,A9,414,언어청각치료학과,사무실,
종합강의동,학생회실,A9,415,언어청각치료학과,학생회실,
종합강의동,말신경실험실,A9,416,언어청각치료학과,실험실,실험실
종합강의동,청각검사실/보청기 실험실,A9,417,언어청각치료학과,실험실,실험실
종합강의동,영유아언어치료실,A9,418,언어청각치료학과,실험실,실험실
종합강의동,음성 실험실,A9,419,언어청각치료학과,실험실,실험실
종합강의동,준비실,A9,420,언어청각치료학과,준비실,준비실
종합강의동,전기생리학 실험실1,A9,421,언어청각치료학과,실험실,실험실
종합강의동,전기생리학실험실2,A9,0421-1,언어청각치료학과,실험실,실험실
종합강의동,시기능 훈련실,A9,422,안경광학과,실습실,실습실
종합강의동,미래고령산업융합연구소 Ⅱ,A9,423,미래고령산업융합연구소,세미나실,세미나실
종합강의동,물리치료/국제의료경영학과사무실,A9,501,물리치료학과,사무실,
종합강의동,학생회실,A9,502,물리치료학과,학생회실,
종합강의동,실습실,A9,503,건축학과,실습실,실습실
종합강의동,사무실,A9,504,건축공학과,사무실,
종합강의동,건축공학 디지털 설계실,A9,505,건축공학과,실습실,실습실
종합강의동,연구실,A9,506,건축공학과,연구실,
종합강의동,연구실,A9,507,건축안전팀,연구실,연구실
종합강의동,교목실,A9,508,교목팀,연구실,
종합강의동,인터넷방송국 CUITV,A9,509,언론광고학부,실습실,
종합강의동,연구실,A9,510,물리치료학과,연구실,
종합강의동,연구실,A9,511,물리치료학과,연구실,
종합강의동,연구실,A9,512,물리치료학과,연구실,
종합강의동,연구실,A9,513,물리치료학과,연구실,
종합강의동,준비실,A9,514,물리치료학과,준비실,준비실
종합강의동,동작분석실,A9,515,물리치료학과,강의실,강의실
종합강의동,기능훈련실습실,A9,516,물리치료학과,실습실,강의실
종합강의동,기초의학실습실,A9,517,물리치료학과,실습실,강의실
종합강의동,강의준비실,A9,0517-1,물리치료학과,준비실,준비실
종합강의동,신경계 운동치료실습실,A9,518,물리치료학과,실습실,강의실
종합강의동,근골격계 운동치료실습실,A9,519,물리치료학과,실습실,강의실
종합강의동,스포츠 물리치료실습실,A9,520,물리치료학과,실습실,강의실
종합강의동,건물성능관리실습실,A9,601,건축공학과,실습실,실습실
종합강의동,연구실,A9,602,건축공학과,연구실,
종합강의동,연구실,A9,603,건축공학과,연구실,
